1	90
1	95
2	327
2	240
2	73
3	12
3	124
3	108
3	55
3	387
3	236
4	176
4	9
4	111
4	388
4	130
4	268
5	294
5	81
5	157
5	287
5	371
5	321
6	126
6	144
6	190
6	128
6	383
6	101
6	36
6	87
6	237
6	185
6	327
6	266
6	78
6	48
7	305
7	76
7	157
7	218
7	11
7	65
7	243
7	61
8	180
8	280
8	30
8	62
8	339
8	254
8	267
8	305
8	327
8	350
8	219
8	304
8	311
8	151
9	397
9	17
9	171
9	132
9	293
9	281
9	91
9	396
9	40
9	294
9	12
9	385
10	315
10	337
10	91
10	388
10	19
10	110
10	389
11	80
11	337
11	92
11	241
11	240
11	118
11	78
11	384
11	56
11	109
11	283
12	299
12	275
12	151
12	351
12	59
12	349
12	60
12	15
12	231
12	127
13	25
13	235
13	353
13	330
13	376
13	148
13	395
13	226
13	101
13	30
13	93
13	317
13	313
13	42
14	249
14	266
14	29
14	39
15	29
15	149
15	269
15	81
15	250
15	135
15	80
15	310
15	229
16	367
16	297
16	140
16	222
16	285
16	146
16	133
16	113
16	386
16	200
16	382
16	6
17	277
17	224
17	135
17	368
17	304
17	306
17	346
17	302
17	122
17	308
17	103
18	68
18	314
18	320
19	368
19	167
19	257
19	267
19	74
19	127
19	207
19	216
19	151
19	141
19	150
19	48
19	197
19	180
20	157
20	131
20	316
20	340
20	235
20	385
20	70
20	226
20	280
20	268
20	386
20	175
20	60
20	181
21	58
21	319
21	228
21	53
21	185
21	95
21	191
21	54
21	238
21	183
21	81
22	323
22	18
22	256
22	103
22	157
22	193
22	136
23	130
23	100
23	157
23	204
23	113
23	39
23	188
23	378
23	208
23	250
23	23
23	118
23	347
24	362
24	169
24	192
24	381
24	148
24	331
24	44
24	69
25	28
25	388
25	85
25	82
25	154
25	240
25	387
25	14
26	340
26	211
26	307
26	49
26	379
27	95
27	78
27	248
27	89
27	360
28	90
28	150
28	263
28	87
28	382
28	276
28	128
29	215
29	265
29	306
29	359
29	73
29	305
29	328
29	94
29	82
29	188
29	200
29	314
30	184
30	201
30	382
30	145
30	149
30	299
30	76
30	358
30	47
31	218
31	229
31	83
31	381
31	388
31	313
32	348
32	308
32	310
33	15
33	253
33	369
33	171
34	213
34	349
34	58
34	45
34	399
34	390
34	348
34	143
34	162
34	69
34	249
35	166
35	318
35	305
35	115
35	92
35	31
35	100
35	385
35	58
35	112
35	368
35	21
36	316
36	365
36	168
36	366
36	48
36	22
36	34
36	220
36	314
36	264
37	326
37	159
37	375
37	110
37	154
37	52
37	274
37	108
37	375
37	183
38	180
38	179
38	91
39	341
39	209
39	207
39	273
39	91
39	299
39	221
39	120
39	325
39	227
39	308
39	1
40	138
41	122
41	136
41	17
41	386
41	112
42	108
43	303
43	291
43	235
43	47
43	30
43	393
43	209
43	41
43	257
43	359
43	207
43	356
43	389
43	213
43	224
44	130
44	307
44	110
44	340
45	166
45	368
45	70
45	385
45	229
45	268
45	276
45	101
46	349
46	275
46	200
47	148
47	221
47	263
47	241
48	180
48	264
48	48
49	195
49	2
50	153
51	13
51	256
51	264
51	316
51	158
51	233
51	106
51	83
51	61
51	295
51	329
51	286
52	184
52	335
52	296
52	78
52	354
52	260
52	10
52	340
52	268
52	89
52	97
52	231
52	381
53	50
53	1
53	376
53	192
53	92
53	10
53	215
53	92
53	376
53	10
53	192
53	57
53	79
54	196
55	105
55	128
55	324
55	6
56	329
57	164
57	130
57	39
57	391
57	185
57	363
57	302
57	121
57	67
57	317
58	21
58	271
58	53
58	173
58	21
58	76
58	163
58	283
58	333
58	344
58	274
58	118
58	200
59	345
59	170
59	318
59	358
59	129
59	351
59	244
59	246
59	33
59	344
59	309
59	291
59	102
60	24
60	195
60	14
60	306
60	34
61	144
61	128
61	254
61	189
61	299
61	154
61	112
61	321
61	394
61	251
61	264
61	91
61	81
62	159
62	257
62	164
62	5
62	368
62	21
62	97
62	112
63	112
63	110
63	353
63	101
63	107
63	208
63	267
63	275
63	270
63	101
63	231
63	336
63	264
63	165
64	164
64	151
65	32
66	295
66	317
66	126
66	103
66	13
66	399
66	197
66	354
66	61
67	50
67	278
68	37
68	229
68	71
68	349
69	325
69	376
69	250
70	116
70	188
70	173
70	332
70	370
70	335
70	73
70	249
70	165
70	277
71	118
71	155
71	261
71	246
71	205
72	149
72	151
72	171
72	178
72	372
72	330
72	340
72	253
72	14
72	31
72	91
72	56
72	333
73	125
73	36
73	197
73	115
73	34
73	53
73	330
73	239
73	164
73	214
73	128
74	347
74	69
75	108
75	215
75	362
75	15
75	59
75	234
75	60
75	21
75	250
75	119
75	9
75	15
75	167
75	50
76	330
76	69
76	5
76	62
76	242
77	149
77	147
77	322
77	237
77	95
77	133
77	335
77	71
77	47
77	34
77	101
78	266
78	11
78	365
78	349
78	199
78	17
78	335
78	265
78	323
79	217
79	71
79	277
79	95
79	321
79	2
79	321
79	195
79	139
79	384
79	8
80	304
80	122
80	354
81	78
81	83
81	335
81	273
81	295
81	199
81	183
81	303
81	290
81	379
81	328
81	87
81	214
81	20
82	149
82	111
82	179
82	30
82	32
82	18
82	76
82	301
82	139
82	179
82	110
82	71
82	124
82	198
83	186
83	150
83	199
83	103
83	179
83	51
83	327
83	78
83	360
83	299
83	159
84	279
84	337
84	115
84	219
84	279
84	251
84	50
84	354
84	310
85	205
85	135
85	171
85	149
85	228
85	87
85	7
85	51
85	162
85	370
86	178
87	78
87	225
87	295
87	199
87	3
87	173
87	185
87	253
88	384
88	199
88	228
88	236
88	140
88	217
89	120
89	209
89	63
89	278
89	190
89	315
89	252
89	198
89	193
89	261
89	18
89	311
89	180
89	218
89	378
90	220
91	362
92	186
92	327
92	251
92	63
92	164
92	321
92	229
92	255
92	80
92	293
92	232
93	173
93	150
93	131
93	241
94	28
94	187
94	276
94	77
95	232
95	12
95	315
95	328
95	223
95	224
95	238
96	278
97	34
97	9
98	280
98	91
98	72
99	253
99	345
99	111
99	229
100	393
100	251
100	297
100	318
100	93
101	263
101	372
101	399
102	207
102	45
103	58
103	251
103	118
103	252
103	348
103	193
103	121
103	170
104	393
104	15
104	5
104	244
104	97
104	39
104	313
104	208
104	360
104	43
104	3
104	384
104	344
105	260
105	369
106	316
106	245
106	284
106	286
106	49
106	255
106	117
106	18
106	253
106	142
106	74
106	69
106	379
106	247
107	260
107	69
107	263
107	265
107	354
107	203
107	312
107	87
107	56
107	80
107	300
107	81
107	331
108	93
108	11
108	190
108	394
108	163
108	44
108	374
109	276
109	205
109	143
109	133
109	380
109	175
109	138
109	162
109	47
109	391
109	239
110	396
110	138
110	260
110	34
110	82
110	187
110	186
110	98
110	283
110	156
110	200
110	291
110	61
110	397
110	357
111	357
111	53
111	230
111	253
111	203
111	304
111	351
111	315
111	176
111	99
111	227
111	199
112	223
112	231
112	68
112	396
112	153
112	315
112	361
112	337
112	175
113	36
113	327
113	116
113	141
113	390
113	292
113	247
113	355
113	323
113	256
113	253
113	201
113	180
113	71
113	102
114	63
114	153
114	54
114	174
114	327
114	80
114	342
114	45
114	368
114	126
114	239
114	259
114	289
114	53
114	326
115	151
115	152
115	216
115	360
115	312
115	144
115	345
115	232
115	211
115	376
115	24
115	111
115	374
115	285
115	99
116	317
116	58
117	123
117	377
117	363
117	73
118	368
118	18
118	205
118	8
118	329
118	189
118	331
119	397
119	34
119	399
119	171
120	116
120	214
120	211
120	125
120	173
120	354
120	7
120	44
121	351
121	373
121	107
121	191
121	17
121	372
121	75
121	298
121	169
121	109
121	237
121	149
121	327
122	389
122	18
122	211
122	105
122	13
123	110
123	301
123	116
123	96
123	218
123	318
123	187
123	286
123	62
123	158
123	277
123	216
123	290
123	162
124	295
124	328
124	51
124	40
124	96
124	323
124	284
124	283
124	175
124	97
124	138
124	62
125	362
125	355
126	263
127	37
127	27
128	103
128	262
128	375
128	17
128	358
128	116
128	293
129	122
129	358
129	91
129	382
129	116
129	341
129	366
129	149
130	398
130	199
130	257
130	217
130	351
130	376
130	152
130	263
131	366
131	124
131	26
131	53
131	37
131	229
131	15
132	253
132	371
132	314
132	194
132	53
132	360
132	97
133	237
133	214
133	7
133	167
133	351
133	31
133	80
133	80
133	74
133	185
133	74
133	280
133	310
133	342
134	270
134	133
134	398
134	289
134	50
134	316
135	130
135	266
135	36
135	247
135	364
136	78
136	286
136	276
136	114
137	226
137	196
137	205
137	305
137	198
137	243
137	310
137	272
137	14
137	92
137	236
137	116
137	350
137	281
137	123
138	189
138	311
138	209
138	216
138	177
138	241
138	221
138	85
138	16
138	33
138	316
138	327
138	45
138	182
138	87
139	66
139	276
139	10
139	325
139	235
139	283
139	240
139	225
139	314
140	237
140	288
140	107
140	138
140	173
140	260
140	294
140	244
140	394
140	224
140	359
140	218
140	33
140	2
140	255
141	28
141	387
141	150
141	161
141	297
141	155
141	369
141	209
141	287
141	111
141	399
141	128
141	120
142	86
142	165
142	74
142	114
142	55
142	100
142	353
142	291
142	100
142	367
142	50
143	103
143	215
143	393
143	350
143	185
143	126
143	142
143	265
143	365
143	240
143	375
143	16
143	387
143	338
144	133
144	204
144	31
144	371
144	120
144	34
144	275
144	253
144	273
144	316
145	268
145	312
145	380
145	254
145	243
145	205
145	19
145	194
145	371
145	326
145	80
145	192
145	398
146	362
146	347
146	263
147	88
147	290
147	11
147	41
147	94
147	205
147	170
147	193
147	124
147	62
148	97
148	43
148	71
148	81
148	254
148	276
148	14
148	269
148	84
148	261
148	364
149	283
149	390
149	360
149	4
149	314
149	267
149	229
149	236
149	52
149	21
149	98
150	58
150	16
150	325
150	17
150	229
150	222
150	52
150	87
150	313
150	134
151	59
151	287
151	116
151	12
151	37
151	93
151	76
151	232
151	123
151	236
152	124
152	397
152	120
152	248
153	208
153	211
153	60
153	94
153	361
153	15
153	227
153	278
153	32
154	203
154	131
154	282
154	181
154	60
154	89
154	267
154	347
154	80
154	116
154	86
154	55
154	100
154	392
155	328
155	347
155	86
155	174
155	245
155	315
156	84
157	292
157	200
157	203
157	395
157	330
157	91
157	209
157	148
157	234
158	312
158	166
158	30
158	311
158	133
158	165
158	77
158	229
158	222
159	137
159	374
159	82
160	180
160	172
160	283
160	148
160	386
160	306
160	290
160	280
161	298
161	182
161	118
161	146
161	177
161	243
161	140
161	65
161	341
161	323
161	164
161	56
162	352
162	169
162	332
162	85
162	20
162	237
162	253
162	209
162	89
162	293
162	222
162	23
162	86
163	191
163	58
163	370
164	365
164	366
164	295
164	125
164	342
164	321
164	127
164	96
164	232
164	33
164	102
164	350
164	252
164	43
164	214
165	141
165	280
165	388
165	243
165	210
165	135
165	261
165	389
165	338
166	254
166	161
166	153
166	399
166	25
166	63
166	203
166	61
166	186
166	314
166	368
166	185
166	363
167	153
168	175
168	166
168	201
168	203
168	369
168	112
168	95
168	215
168	131
169	308
169	329
169	242
169	78
169	323
169	96
169	16
169	57
169	389
169	387
169	266
170	103
170	55
170	134
170	61
170	123
170	309
170	148
170	201
170	181
170	115
171	76
171	324
171	344
171	397
171	66
171	394
171	364
172	280
172	346
172	328
172	394
172	146
172	317
172	290
173	361
173	174
173	222
173	263
173	106
173	273
173	258
173	182
174	369
174	102
174	76
174	382
174	33
174	367
174	129
174	341
174	349
174	336
174	374
175	258
175	53
175	349
175	196
175	196
175	192
175	314
175	335
175	216
175	242
175	289
175	52
175	95
176	178
176	313
176	73
177	217
177	150
177	12
177	181
177	219
177	324
177	385
177	162
178	24
178	303
178	292
178	197
178	395
179	373
179	274
179	335
180	79
180	363
180	221
180	306
180	75
180	53
180	258
180	345
181	398
181	46
181	370
181	55
181	379
181	1
181	6
181	382
181	56
181	172
181	235
182	375
182	319
182	353
182	198
182	316
182	73
182	48
182	119
182	364
182	158
182	382
183	1
183	312
183	66
183	372
183	250
183	24
183	41
183	331
183	43
183	252
183	56
183	235
183	38
183	42
184	35
185	112
186	393
186	265
186	66
186	302
186	9
186	380
186	275
186	231
186	75
186	342
186	102
186	308
187	397
187	52
187	185
187	103
187	112
187	121
187	307
187	242
187	393
187	268
187	354
187	262
187	3
187	56
188	21
188	283
188	285
189	135
189	347
189	37
189	115
189	24
189	361
189	375
189	390
189	197
189	212
189	270
190	333
190	113
190	217
190	384
191	29
191	188
191	319
191	1
191	263
191	271
191	301
191	52
191	51
191	248
191	2
191	207
191	129
191	204
191	160
192	191
192	75
193	233
193	39
193	110
193	214
193	55
193	302
194	190
194	116
194	199
194	325
194	308
194	322
194	170
194	30
194	257
194	375
194	323
194	258
194	397
194	359
194	254
195	372
195	107
195	117
195	185
195	21
195	154
196	368
196	126
196	229
196	131
196	340
196	396
196	339
196	219
196	301
196	182
196	113
196	24
196	150
196	97
196	108
197	157
197	371
197	281
197	320
197	275
197	241
197	346
197	18
197	334
197	160
197	259
197	125
197	92
197	215
198	98
198	260
198	191
198	87
198	347
199	97
199	279
199	87
199	35
199	123
199	101
199	302
199	281
200	383
200	336
200	137
200	166
200	342
200	107
